Date_Reported,Time_Committed,Weather_Conditions,Barangay,Address,Type_of_Place,VTA_Category,Victim_Killed,Victim_Injured,Victim_Unharmed,Main_Cause,Details_of_Main_Cause,Case_Status,Road_Conditions,Day_Period,Traffic_Volume
11/16/2023,11:00:00 AM,foggy,LUALHATI,"Barangay LUALHATI, Baguio City, Benguet, Philippines",Along the street,RECKLESS IMPRUDENCE RESULTING TO DAMAGE TO PROPERTY - RPC Art 365,No,No,Yes,Human Error,Inattention,SOLVED (AMICABLY SETTLED),damp,Morning,218
11/18/2023,11:20:00 AM,clear,KAYANG EXTENSION,"Barangay KAYANG EXTENSION, Baguio City, Benguet, Philippines",Along the street,RECKLESS IMPRUDENCE RESULTING TO DAMAGE TO PROPERTY - RPC Art 365,No,No,Yes,Traffic Management Factors,Defective Traffic Lights,SOLVED (AMICABLY SETTLED),dry,Morning,426
11/18/2023,11:50:00 AM,rainy,PACDAL,"Barangay PACDAL, Baguio City, Benguet, Philippines",Along the street,RECKLESS IMPRUDENCE RESULTING TO DAMAGE TO PROPERTY - RPC Art 365,No,No,Yes,Human Error,Speeding,SOLVED (AMICABLY SETTLED),wet,Morning,591
11/20/2023,3:05:00 PM,foggy,MILITARY CUT-OFF,"Barangay MILITARY CUT-OFF, Baguio City, Benguet, Philippines",Along the street,RECKLESS IMPRUDENCE RESULTING TO DAMAGE TO PROPERTY - RPC Art 365,No,No,Yes,Traffic Management Factors,Blocked Intersection,SOLVED (AMICABLY SETTLED),damp,Afternoon,515
11/19/2023,11:45:00 AM,clear,MANUEL A. ROXAS,"Barangay MANUEL A. ROXAS, Baguio City, Benguet, Philippines",Along the street,RECKLESS IMPRUDENCE RESULTING TO DAMAGE TO PROPERTY - RPC Art 365,No,No,Yes,Human Error,Inattention,SOLVED (AMICABLY SETTLED),dry,Morning,950
11/20/2023,8:30:00 PM,rainy,"MAGSAYSAY, UPPER","Barangay MAGSAYSAY, UPPER, Baguio City, Benguet, Philippines",Along the street,RECKLESS IMPRUDENCE RESULTING TO DAMAGE TO PROPERTY - RPC Art 365,No,No,Yes,Environmental,Fallen Tree on Road,SOLVED (AMICABLY SETTLED),wet,Evening,702
11/22/2023,2:05:00 PM,clear,LUALHATI,"Barangay LUALHATI, Baguio City, Benguet, Philippines",Along the street,RECKLESS IMPRUDENCE RESULTING TO DAMAGE TO PROPERTY - RPC Art 365,No,No,Yes,Traffic Management Factors,Construction Without Warning Signs,SOLVED (AMICABLY SETTLED),dry,Afternoon,32
11/23/2023,3:00:00 PM,rainy,HARRISON-CLAUDIO CARANTES,"Barangay HARRISON-CLAUDIO CARANTES, Baguio City, Benguet, Philippines",Along the street,RECKLESS IMPRUDENCE RESULTING TO DAMAGE TO PROPERTY - RPC Art 365,No,No,Yes,Environmental,Slippery Road due to Rain,SOLVED (AMICABLY SETTLED),wet,Afternoon,617
11/23/2023,6:30:00 AM,foggy,ATOK TRAIL,"Barangay ATOK TRAIL, Baguio City, Benguet, Philippines",Along the street,RECKLESS IMPRUDENCE RESULTING TO PHYSICAL INJURY - RPC Art 365,No,Yes,No,Traffic Management Factors,Traffic Congestion,SOLVED (SUSPECT IDENTIFIED-VICTIM REFUSED TO FILE CHARGES),damp,Morning,677
11/25/2023,11:00:00 PM,clear,SCOUT BARRIO,"Barangay SCOUT BARRIO, Baguio City, Benguet, Philippines",Parking Area ,RECKLESS IMPRUDENCE RESULTING TO DAMAGE TO PROPERTY - RPC Art 365,No,No,Yes,Human Error,Inattention,SOLVED (SUSPECT IDENTIFIED-VICTIM REFUSED TO FILE CHARGES),dry,Evening,288
11/24/2023,3:30:00 AM,rainy,TRANCOVILLE,"Barangay TRANCOVILLE, Baguio City, Benguet, Philippines",Along the street,RECKLESS IMPRUDENCE RESULTING TO DAMAGE TO PROPERTY - RPC Art 365,No,No,Yes,Environmental,Fallen Tree on Road,SOLVED (AMICABLY SETTLED),wet,Morning,308
11/24/2023,1:00:00 PM,foggy,GIBRALTAR,"Barangay GIBRALTAR, Baguio City, Benguet, Philippines",Along the street,RECKLESS IMPRUDENCE RESULTING TO DAMAGE TO PROPERTY - RPC Art 365,No,No,Yes,Environmental,Erosion of Roadside,SOLVED (AMICABLY SETTLED),damp,Afternoon,796
11/24/2023,11:50:00 AM,clear,OUTLOOK DRIVE,"Barangay OUTLOOK DRIVE, Baguio City, Benguet, Philippines",Along the street,RECKLESS IMPRUDENCE RESULTING TO DAMAGE TO PROPERTY - RPC Art 365,No,No,Yes,Traffic Management Factors,Blocked Intersection,SOLVED (AMICABLY SETTLED),dry,Morning,1
11/24/2023,7:00:00 AM,rainy,BAKAKENG CENTRAL,"Barangay BAKAKENG CENTRAL, Baguio City, Benguet, Philippines",Along the street,RECKLESS IMPRUDENCE RESULTING TO DAMAGE TO PROPERTY - RPC Art 365,No,No,Yes,Human Error,Speeding,SOLVED (SUSPECT IDENTIFIED-VICTIM REFUSED TO FILE CHARGES),wet,Morning,540
11/24/2023,7:50:00 AM,foggy,LOAKAN PROPER,"Barangay LOAKAN PROPER, Baguio City, Benguet, Philippines",Along the street,RECKLESS IMPRUDENCE RESULTING TO DAMAGE TO PROPERTY - RPC Art 365,No,No,Yes,Traffic Management Factors,Traffic Congestion,SOLVED (SUSPECT IDENTIFIED-VICTIM REFUSED TO FILE CHARGES),damp,Morning,483
11/26/2023,6:50:00 PM,clear,MILITARY CUT-OFF,"Barangay MILITARY CUT-OFF, Baguio City, Benguet, Philippines",Along the street,RECKLESS IMPRUDENCE RESULTING TO DAMAGE TO PROPERTY - RPC Art 365,No,No,Yes,Human Error,Inattention,SOLVED (AMICABLY SETTLED),dry,Evening,360
11/26/2023,4:05:00 PM,clear,IMELDA BARANGAY,"Barangay IMELDA BARANGAY, Baguio City, Benguet, Philippines",Along the street,RECKLESS IMPRUDENCE RESULTING TO DAMAGE TO PROPERTY - RPC Art 365,No,No,Yes,Traffic Management Factors,Defective Traffic Lights,SOLVED (AMICABLY SETTLED),dry,Afternoon,970
11/25/2023,10:00:00 AM,rainy,LUALHATI,"Barangay LUALHATI, Baguio City, Benguet, Philippines",Along the street,RECKLESS IMPRUDENCE RESULTING TO DAMAGE TO PROPERTY - RPC Art 365,No,No,Yes,Environmental,Fallen Tree on Road,SOLVED (AMICABLY SETTLED),wet,Morning,449
11/25/2023,3:45:00 PM,foggy,PACDAL,"Barangay PACDAL, Baguio City, Benguet, Philippines",Along the street,RECKLESS IMPRUDENCE RESULTING TO DAMAGE TO PROPERTY - RPC Art 365,No,No,Yes,Environmental,Erosion of Roadside,SOLVED (AMICABLY SETTLED),damp,Afternoon,224
11/26/2023,9:45:00 PM,rainy,SOUTH DRIVE,"Barangay SOUTH DRIVE, Baguio City, Benguet, Philippines",Along the street,RECKLESS IMPRUDENCE RESULTING TO DAMAGE TO PROPERTY - RPC Art 365,No,No,Yes,Environmental,Slippery Road due to Rain,SOLVED (AMICABLY SETTLED),wet,Evening,645
11/25/2023,8:55:00 PM,rainy,SAN LUIS VILLAGE,"Barangay SAN LUIS VILLAGE, Baguio City, Benguet, Philippines",Along the street,RECKLESS IMPRUDENCE RESULTING TO DAMAGE TO PROPERTY - RPC Art 365,No,No,Yes,Traffic Management Factors,Defective Traffic Lights,SOLVED (AMICABLY SETTLED),wet,Evening,731
11/25/2023,8:55:00 PM,foggy,SAN LUIS VILLAGE,"Barangay SAN LUIS VILLAGE, Baguio City, Benguet, Philippines",Along the street,RECKLESS IMPRUDENCE RESULTING TO PHYSICAL INJURY - RPC Art 365,No,No,Yes,Human Error,Speeding,SOLVED (AMICABLY SETTLED),damp,Evening,262
11/27/2023,11:45:00 AM,clear,BURNHAM-LEGARDA,"Barangay BURNHAM-LEGARDA, Baguio City, Benguet, Philippines",Along the street,RECKLESS IMPRUDENCE RESULTING TO DAMAGE TO PROPERTY - RPC Art 365,No,No,Yes,Traffic Management Factors,Traffic Congestion,SOLVED (AMICABLY SETTLED),dry,Morning,378
12/4/2023,2:29:00 PM,clear,ENGINEERS' HILL,"Barangay ENGINEERS' HILL, Baguio City, Benguet, Philippines",Along the street,RECKLESS IMPRUDENCE RESULTING TO DAMAGE TO PROPERTY - RPC Art 365,No,No,Yes,Environmental,Fallen Tree on Road,SOLVED (AMICABLY SETTLED),dry,Afternoon,469
11/26/2023,6:30:00 PM,foggy,MANUEL A. ROXAS,"Barangay MANUEL A. ROXAS, Baguio City, Benguet, Philippines",Along the street,RECKLESS IMPRUDENCE RESULTING TO DAMAGE TO PROPERTY - RPC Art 365,No,No,Yes,Human Error,Inattention,SOLVED (AMICABLY SETTLED),damp,Evening,415
11/26/2023,6:16:00 PM,clear,PACDAL,"Barangay PACDAL, Baguio City, Benguet, Philippines",Along the street,RECKLESS IMPRUDENCE RESULTING TO DAMAGE TO PROPERTY - RPC Art 365,No,No,Yes,Environmental,Erosion of Roadside,SOLVED (AMICABLY SETTLED),dry,Evening,761
11/26/2023,1:50:00 PM,foggy,MORCO VILLE,"Barangay MORCO VILLE, Baguio City, Benguet, Philippines",Along the street,RECKLESS IMPRUDENCE RESULTING TO DAMAGE TO PROPERTY - RPC Art 365,No,No,Yes,Traffic Management Factors,Blocked Intersection,SOLVED (AMICABLY SETTLED),damp,Afternoon,972
11/27/2023,8:10:00 PM,rainy,AZCKO,"Barangay AZCKO, Baguio City, Benguet, Philippines",Along the street,RECKLESS IMPRUDENCE RESULTING TO DAMAGE TO PROPERTY - RPC Art 365,No,No,Yes,Traffic Management Factors,Traffic Congestion,SOLVED (AMICABLY SETTLED),wet,Evening,208
11/27/2023,11:00:00 AM,rainy,RIZAL MONUMENT AREA,"Barangay RIZAL MONUMENT AREA, Baguio City, Benguet, Philippines",Along the street,RECKLESS IMPRUDENCE RESULTING TO PHYSICAL INJURY - RPC Art 365,No,Yes,No,Environmental,Slippery Road due to Rain,SOLVED (AMICABLY SETTLED),wet,Morning,493
11/27/2023,10:00:00 AM,rainy,RIZAL MONUMENT AREA,"Barangay RIZAL MONUMENT AREA, Baguio City, Benguet, Philippines",Along the street,RECKLESS IMPRUDENCE RESULTING TO DAMAGE TO PROPERTY - RPC Art 365,No,No,Yes,Human Error,Inattention,SOLVED (AMICABLY SETTLED),wet,Morning,286
11/27/2023,9:35:00 AM,foggy,KABAYANIHAN,"Barangay KABAYANIHAN, Baguio City, Benguet, Philippines",Along the street,RECKLESS IMPRUDENCE RESULTING TO DAMAGE TO PROPERTY - RPC Art 365,No,No,Yes,Environmental,Fallen Tree on Road,SOLVED (AMICABLY SETTLED),damp,Morning,281
11/27/2023,5:30:00 PM,clear,QUEZON HILL PROPER,"Barangay QUEZON HILL PROPER, Baguio City, Benguet, Philippines",Along the street,RECKLESS IMPRUDENCE RESULTING TO PHYSICAL INJURY - RPC Art 365,No,Yes,No,Human Error,Speeding,SOLVED (SUSPECT IDENTIFIED-VICTIM REFUSED TO FILE CHARGES),dry,Evening,622
11/26/2023,8:20:00 AM,foggy,SAN ROQUE VILLAGE,"Barangay SAN ROQUE VILLAGE, Baguio City, Benguet, Philippines",Along the street,RECKLESS IMPRUDENCE RESULTING TO MULTIPLE DAMAGE TO PROPERTY - RPC Art 365,No,No,Yes,Traffic Management Factors,Traffic Congestion,SOLVED (SUSPECT IDENTIFIED-VICTIM REFUSED TO FILE CHARGES),damp,Morning,387
11/28/2023,4:06:00 PM,rainy,SESSION GOV. PACK,"Barangay SESSION GOV. PACK, Baguio City, Benguet, Philippines",Along the street,RECKLESS IMPRUDENCE RESULTING TO DAMAGE TO PROPERTY - RPC Art 365,No,No,Yes,Environmental,Erosion of Roadside,SOLVED (AMICABLY SETTLED),wet,Afternoon,406
11/29/2023,3:30:00 PM,rainy,SESSION GOV. PACK,"Barangay SESSION GOV. PACK, Baguio City, Benguet, Philippines",Along the street,RECKLESS IMPRUDENCE RESULTING TO DAMAGE TO PROPERTY - RPC Art 365,No,No,Yes,Human Error,Inattention,SOLVED (AMICABLY SETTLED),wet,Afternoon,223
11/29/2023,8:33:00 PM,foggy,HARRISON-CLAUDIO CARANTES,"Barangay HARRISON-CLAUDIO CARANTES, Baguio City, Benguet, Philippines",Along the street,RECKLESS IMPRUDENCE RESULTING TO DAMAGE TO PROPERTY - RPC Art 365,No,No,Yes,Traffic Management Factors,Construction Without Warning Signs,SOLVED (AMICABLY SETTLED),damp,Evening,931
11/29/2023,8:40:00 AM,clear,SESSION GOV. PACK,"Barangay SESSION GOV. PACK, Baguio City, Benguet, Philippines",Along the street,RECKLESS IMPRUDENCE RESULTING TO DAMAGE TO PROPERTY - RPC Art 365,No,No,Yes,Environmental,Fallen Tree on Road,SOLVED (AMICABLY SETTLED),dry,Morning,33
11/28/2023,9:05:00 PM,clear,AZCKO,"Barangay AZCKO, Baguio City, Benguet, Philippines",Along the street,RECKLESS IMPRUDENCE RESULTING TO DAMAGE TO PROPERTY - RPC Art 365,No,No,Yes,Traffic Management Factors,Blocked Intersection,SOLVED (AMICABLY SETTLED),dry,Evening,207
11/29/2023,4:50:00 PM,rainy,LOAKAN PROPER,"Barangay LOAKAN PROPER, Baguio City, Benguet, Philippines",Along the street,RECKLESS IMPRUDENCE RESULTING TO MULTIPLE DAMAGE TO PROPERTY - RPC Art 365,No,No,Yes,Human Error,Inattention,SOLVED (SUSPECT IDENTIFIED-VICTIM REFUSED TO FILE CHARGES),wet,Afternoon,230
11/29/2023,2:50:00 PM,foggy,SALUD MITRA,"Barangay SALUD MITRA, Baguio City, Benguet, Philippines",Along the street,RECKLESS IMPRUDENCE RESULTING TO DAMAGE TO PROPERTY - RPC Art 365,No,No,Yes,Human Error,Speeding,SOLVED (AMICABLY SETTLED),damp,Afternoon,73
11/29/2023,3:30:00 PM,clear,LUALHATI,"Barangay LUALHATI, Baguio City, Benguet, Philippines",Along the street,RECKLESS IMPRUDENCE RESULTING TO DAMAGE TO PROPERTY - RPC Art 365,No,No,Yes,Environmental,Erosion of Roadside,SOLVED (AMICABLY SETTLED),dry,Afternoon,631
11/30/2023,11:30:00 AM,rainy,OUTLOOK DRIVE,"Barangay OUTLOOK DRIVE, Baguio City, Benguet, Philippines",Along the street,RECKLESS IMPRUDENCE RESULTING TO DAMAGE TO PROPERTY - RPC Art 365,No,No,Yes,Traffic Management Factors,Traffic Congestion,SOLVED (AMICABLY SETTLED),wet,Morning,454
11/30/2023,9:45:00 PM,rainy,IRISAN,"Barangay IRISAN, Baguio City, Benguet, Philippines",Along the street,RECKLESS IMPRUDENCE RESULTING TO DAMAGE TO PROPERTY - RPC Art 365,No,No,Yes,Environmental,Slippery Road due to Rain,SOLVED (AMICABLY SETTLED),wet,Evening,691
12/3/2023,6:40:00 PM,clear,HARRISON-CLAUDIO CARANTES,"Barangay HARRISON-CLAUDIO CARANTES, Baguio City, Benguet, Philippines",Along the street,RECKLESS IMPRUDENCE RESULTING TO DAMAGE TO PROPERTY - RPC Art 365,No,No,Yes,Traffic Management Factors,Defective Traffic Lights,SOLVED (AMICABLY SETTLED),dry,Evening,914
12/3/2023,11:30:00 AM,clear,HARRISON-CLAUDIO CARANTES,"Barangay HARRISON-CLAUDIO CARANTES, Baguio City, Benguet, Philippines",Along the street,RECKLESS IMPRUDENCE RESULTING TO DAMAGE TO PROPERTY - RPC Art 365,No,No,Yes,Human Error,Inattention,SOLVED (AMICABLY SETTLED),dry,Morning,499
12/3/2023,11:24:00 AM,rainy,SESSION GOV. PACK,"Barangay SESSION GOV. PACK, Baguio City, Benguet, Philippines",Along the street,RECKLESS IMPRUDENCE RESULTING TO DAMAGE TO PROPERTY - RPC Art 365,No,No,Yes,Environmental,Fallen Tree on Road,SOLVED (SUSPECT IDENTIFIED-VICTIM REFUSED TO FILE CHARGES),wet,Morning,500
12/3/2023,8:00:00 AM,foggy,HARRISON-CLAUDIO CARANTES,"Barangay HARRISON-CLAUDIO CARANTES, Baguio City, Benguet, Philippines",Along the street,RECKLESS IMPRUDENCE RESULTING TO DAMAGE TO PROPERTY - RPC Art 365,No,No,Yes,Human Error,Speeding,SOLVED (AMICABLY SETTLED),damp,Morning,198
12/3/2023,11:20:00 AM,clear,MILITARY CUT-OFF,"Barangay MILITARY CUT-OFF, Baguio City, Benguet, Philippines",Along the street,RECKLESS IMPRUDENCE RESULTING TO DAMAGE TO PROPERTY - RPC Art 365,No,Yes,No,Traffic Management Factors,Traffic Congestion,SOLVED (AMICABLY SETTLED),dry,Morning,60
12/2/2023,2:20:00 AM,rainy,MILITARY CUT-OFF,"Barangay MILITARY CUT-OFF, Baguio City, Benguet, Philippines",Along the street,RECKLESS IMPRUDENCE RESULTING TO PHYSICAL INJURY - RPC Art 365,No,Yes,No,Environmental,Erosion of Roadside,SOLVED (AMICABLY SETTLED),wet,Morning,658
12/2/2023,8:00:00 PM,rainy,CAMPO FILIPINO,"Barangay CAMPO FILIPINO, Baguio City, Benguet, Philippines",Along the street,RECKLESS IMPRUDENCE RESULTING TO DAMAGE TO PROPERTY - RPC Art 365,No,No,Yes,Human Error,Inattention,SOLVED (AMICABLY SETTLED),wet,Evening,924
12/4/2023,11:10:00 AM,clear,IMELDA VILLAGE,"Barangay IMELDA VILLAGE, Baguio City, Benguet, Philippines",Along the street,RECKLESS IMPRUDENCE RESULTING TO PHYSICAL INJURY - RPC Art 365,No,No,Yes,Human Error,Speeding,SOLVED (AMICABLY SETTLED),dry,Morning,667
12/5/2023,7:41:00 PM,clear,RIZAL MONUMENT AREA,"Barangay RIZAL MONUMENT AREA, Baguio City, Benguet, Philippines",Along the street,RECKLESS IMPRUDENCE RESULTING TO DAMAGE TO PROPERTY - RPC Art 365,No,Yes,No,Traffic Management Factors,Traffic Congestion,SOLVED (AMICABLY SETTLED),dry,Evening,103
12/5/2023,10:00:00 AM,rainy,ABCR,"Barangay ABCR, Baguio City, Benguet, Philippines",Along the street,RECKLESS IMPRUDENCE RESULTING TO DAMAGE TO PROPERTY - RPC Art 365,No,No,Yes,Human Error,Inattention,SOLVED (AMICABLY SETTLED),wet,Morning,864
12/5/2023,10:30:00 AM,foggy,KAYANG EXTENSION,"Barangay KAYANG EXTENSION, Baguio City, Benguet, Philippines",Along the street,RECKLESS IMPRUDENCE RESULTING TO DAMAGE TO PROPERTY - RPC Art 365,No,No,Yes,Traffic Management Factors,Blocked Intersection,SOLVED (AMICABLY SETTLED),damp,Morning,33
12/5/2023,11:30:00 AM,clear,ABCR,"Barangay ABCR, Baguio City, Benguet, Philippines",Along the street,RECKLESS IMPRUDENCE RESULTING TO DAMAGE TO PROPERTY - RPC Art 365,No,No,Yes,Environmental,Erosion of Roadside,SOLVED (AMICABLY SETTLED),dry,Morning,595
12/5/2023,9:55:00 AM,rainy,KABAYANIHAN,"Barangay KABAYANIHAN, Baguio City, Benguet, Philippines",Along the street,RECKLESS IMPRUDENCE RESULTING TO DAMAGE TO PROPERTY - RPC Art 365,No,No,Yes,Environmental,Fallen Tree on Road,SOLVED (AMICABLY SETTLED),wet,Morning,918
12/6/2023,1:35:00 AM,rainy,MILITARY CUT-OFF,"Barangay MILITARY CUT-OFF, Baguio City, Benguet, Philippines",Along the street,RECKLESS IMPRUDENCE RESULTING TO DAMAGE TO PROPERTY - RPC Art 365,No,No,Yes,Environmental,Slippery Road due to Rain,SOLVED (AMICABLY SETTLED),wet,Morning,29
12/6/2023,4:26:00 PM,clear,AZCKO,"Barangay AZCKO, Baguio City, Benguet, Philippines",Along the street,RECKLESS IMPRUDENCE RESULTING TO DAMAGE TO PROPERTY - RPC Art 365,No,No,Yes,Human Error,Inattention,SOLVED (AMICABLY SETTLED),dry,Afternoon,906
12/6/2023,3:00:00 PM,clear,"GENERAL LUNA, LOWER","Barangay GENERAL LUNA, LOWER, Baguio City, Benguet, Philippines",Along the street,RECKLESS IMPRUDENCE RESULTING TO DAMAGE TO PROPERTY - RPC Art 365,No,No,Yes,Human Error,Speeding,SOLVED (AMICABLY SETTLED),dry,Afternoon,739
12/6/2023,9:00:00 AM,foggy,SESSION GOV. PACK,"Barangay SESSION GOV. PACK, Baguio City, Benguet, Philippines",Along the street,RECKLESS IMPRUDENCE RESULTING TO DAMAGE TO PROPERTY - RPC Art 365,No,No,Yes,Traffic Management Factors,Traffic Congestion,SOLVED (AMICABLY SETTLED),damp,Morning,413
12/6/2023,7:40:00 AM,clear,SANTO TOMAS PROPER,"Barangay SANTO TOMAS PROPER, Baguio City, Benguet, Philippines",Along the street,RECKLESS IMPRUDENCE RESULTING TO DAMAGE TO PROPERTY - RPC Art 365,No,No,Yes,Environmental,Fallen Tree on Road,SOLVED (SUSPECT IDENTIFIED-VICTIM REFUSED TO FILE CHARGES),dry,Morning,180
12/5/2023,10:15:00 PM,foggy,AMBIONG,"Barangay AMBIONG, Baguio City, Benguet, Philippines",Along the street,RECKLESS IMPRUDENCE RESULTING TO DAMAGE TO PROPERTY - RPC Art 365,No,No,Yes,Human Error,Inattention,SOLVED (AMICABLY SETTLED),damp,Evening,654
12/7/2023,2:50:00 PM,rainy,SESSION GOV. PACK,"Barangay SESSION GOV. PACK, Baguio City, Benguet, Philippines",Along the street,RECKLESS IMPRUDENCE RESULTING TO DAMAGE TO PROPERTY - RPC Art 365,No,No,Yes,Traffic Management Factors,Blocked Intersection,SOLVED (AMICABLY SETTLED),wet,Afternoon,326
12/8/2023,6:20:00 PM,clear,HARRISON-CLAUDIO CARANTES,"Barangay HARRISON-CLAUDIO CARANTES, Baguio City, Benguet, Philippines",Along the street,RECKLESS IMPRUDENCE RESULTING TO DAMAGE TO PROPERTY - RPC Art 365,No,No,Yes,Human Error,Speeding,SOLVED (AMICABLY SETTLED),dry,Evening,722
12/8/2023,5:15:00 PM,rainy,"GENERAL LUNA, LOWER","Barangay GENERAL LUNA, LOWER, Baguio City, Benguet, Philippines",Along the street,RECKLESS IMPRUDENCE RESULTING TO DAMAGE TO PROPERTY - RPC Art 365,No,No,Yes,Environmental,Erosion of Roadside,SOLVED (AMICABLY SETTLED),wet,Evening,189
12/7/2023,12:30:00 AM,foggy,AZCKO,"Barangay AZCKO, Baguio City, Benguet, Philippines",Along the street,RECKLESS IMPRUDENCE RESULTING TO DAMAGE TO PROPERTY - RPC Art 365,No,No,Yes,Human Error,Inattention,SOLVED (AMICABLY SETTLED),damp,Morning,546
12/8/2023,2:00:00 PM,clear,MANUEL A. ROXAS,"Barangay MANUEL A. ROXAS, Baguio City, Benguet, Philippines",Along the street,RECKLESS IMPRUDENCE RESULTING TO DAMAGE TO PROPERTY - RPC Art 365,No,No,Yes,Traffic Management Factors,Traffic Congestion,SOLVED (AMICABLY SETTLED),dry,Afternoon,347
12/8/2023,3:45:00 PM,foggy,SALUD MITRA,"Barangay SALUD MITRA, Baguio City, Benguet, Philippines",Along the street,RECKLESS IMPRUDENCE RESULTING TO DAMAGE TO PROPERTY - RPC Art 365,No,No,Yes,Environmental,Fallen Tree on Road,SOLVED (AMICABLY SETTLED),damp,Afternoon,183
12/9/2023,5:00:00 PM,rainy,KABAYANIHAN,"Barangay KABAYANIHAN, Baguio City, Benguet, Philippines",Along the street,RECKLESS IMPRUDENCE RESULTING TO DAMAGE TO PROPERTY - RPC Art 365,No,No,Yes,Human Error,Speeding,SOLVED (AMICABLY SETTLED),wet,Evening,617
12/9/2023,8:10:00 AM,rainy,AZCKO,"Barangay AZCKO, Baguio City, Benguet, Philippines",Along the street,RECKLESS IMPRUDENCE RESULTING TO DAMAGE TO PROPERTY - RPC Art 365,No,No,Yes,Traffic Management Factors,Blocked Intersection,SOLVED (AMICABLY SETTLED),wet,Morning,762
12/10/2023,9:10:00 PM,foggy,BURNHAM-LEGARDA,"Barangay BURNHAM-LEGARDA, Baguio City, Benguet, Philippines",Along the street,RECKLESS IMPRUDENCE RESULTING TO DAMAGE TO PROPERTY - RPC Art 365,No,No,Yes,Human Error,Inattention,SOLVED (AMICABLY SETTLED),damp,Evening,554
12/10/2023,6:15:00 PM,clear,IMELDA BARANGAY,"Barangay IMELDA BARANGAY, Baguio City, Benguet, Philippines",Along the street,RECKLESS IMPRUDENCE RESULTING TO DAMAGE TO PROPERTY - RPC Art 365,No,No,Yes,Traffic Management Factors,Defective Traffic Lights,SOLVED (AMICABLY SETTLED),dry,Evening,192
12/10/2023,9:25:00 AM,rainy,BURNHAM-LEGARDA,"Barangay BURNHAM-LEGARDA, Baguio City, Benguet, Philippines",Along the street,RECKLESS IMPRUDENCE RESULTING TO DAMAGE TO PROPERTY - RPC Art 365,No,No,Yes,Environmental,Slippery Road due to Rain,SOLVED (AMICABLY SETTLED),wet,Morning,694
12/10/2023,7:30:00 PM,rainy,KAGITINGAN,"Barangay KAGITINGAN, Baguio City, Benguet, Philippines",Along the street,RECKLESS IMPRUDENCE RESULTING TO DAMAGE TO PROPERTY - RPC Art 365,No,No,Yes,Environmental,Erosion of Roadside,SOLVED (AMICABLY SETTLED),wet,Evening,46
12/10/2023,12:22:00 PM,foggy,HARRISON-CLAUDIO CARANTES,"Barangay HARRISON-CLAUDIO CARANTES, Baguio City, Benguet, Philippines",Along the street,RECKLESS IMPRUDENCE RESULTING TO DAMAGE TO PROPERTY - RPC Art 365,No,No,Yes,Traffic Management Factors,Traffic Congestion,SOLVED (AMICABLY SETTLED),damp,Afternoon,286
12/10/2023,2:50:00 AM,clear,RIZAL MONUMENT AREA,"Barangay RIZAL MONUMENT AREA, Baguio City, Benguet, Philippines",Along the street,RECKLESS IMPRUDENCE RESULTING TO DAMAGE TO PROPERTY - RPC Art 365,No,No,Yes,Human Error,Inattention,SOLVED (AMICABLY SETTLED),dry,Morning,208
12/10/2023,10:00:00 AM,rainy,BAKAKENG CENTRAL,"Barangay BAKAKENG CENTRAL, Baguio City, Benguet, Philippines",Along the street,RECKLESS IMPRUDENCE RESULTING TO PHYSICAL INJURY - RPC Art 365,No,Yes,No,Environmental,Fallen Tree on Road,SOLVED (AMICABLY SETTLED),wet,Morning,216
12/10/2023,10:00:00 AM,foggy,BAKAKENG CENTRAL,"Barangay BAKAKENG CENTRAL, Baguio City, Benguet, Philippines",Along the street,RECKLESS IMPRUDENCE RESULTING TO DAMAGE TO PROPERTY - RPC Art 365,No,Yes,No,Human Error,Speeding,SOLVED (AMICABLY SETTLED),damp,Morning,565
12/11/2023,1:45:00 PM,clear,MILITARY CUT-OFF,"Barangay MILITARY CUT-OFF, Baguio City, Benguet, Philippines",Along the street,RECKLESS IMPRUDENCE RESULTING TO DAMAGE TO PROPERTY - RPC Art 365,No,No,Yes,Traffic Management Factors,Blocked Intersection,SOLVED (AMICABLY SETTLED),dry,Afternoon,557
